frame 1,0.7912154000077862
frame 2,0.7867496999970172
frame 3,0.7867956999980379
frame 4,0.8009071000269614
frame 5,0.7808212999952957
frame 6,0.7885190000233706
frame 7,0.781671800010372
frame 8,0.794191100023454
frame 9,0.8275343999848701
frame 10,0.8097861000278499
frame 11,0.8198814000061247
frame 12,0.8610451000276953
frame 13,0.8819584000157192
frame 14,0.8866474999813363
frame 15,0.86478299999726
frame 16,0.8555530000012368
frame 17,0.8735739999974612
frame 18,0.8200445999973454
frame 19,0.8506774000125006
frame 20,0.8001116999948863
frame 21,0.7974188000080176
frame 22,0.7770240000099875
frame 23,0.789890199986985
frame 24,0.7892557000159286
frame 25,0.7851650000084192
frame 26,0.8182924999855459
frame 27,0.7988111000158824
frame 28,0.8268356000189669
frame 29,0.8130910000181757
frame 30,0.8547183999908157
frame 31,1.0154007000091951
frame 32,0.851854300010018
frame 33,0.818615399999544
frame 34,0.8516702000051737
frame 35,0.8139379000058398
frame 36,0.8136570999922697
frame 37,1.0223541999876034
frame 38,0.8292259000008926
frame 39,0.8166853000002448
frame 40,0.8150396000128239
frame 41,0.8941304000036325
frame 42,0.8266870999941602
frame 43,0.7887600999965798
frame 44,0.8515206000010949
frame 45,0.8041904999990948
frame 46,0.8234922999981791
frame 47,0.807775599998422
frame 48,0.8120724000036716
frame 49,0.8157851999858394
frame 50,0.8149035999958869
frame 51,0.7945870000112336
frame 52,0.8492289999849163
frame 53,0.8272186999965925
frame 54,1.205329399992479
frame 55,1.2426334999909159
frame 56,0.8465771999908611
frame 57,0.8355614000174683
frame 58,0.8467883999983314
frame 59,0.8196620999951847
frame 60,0.8113163999805693
frame 61,0.8276008999964688
frame 62,0.8585562000225764
frame 63,0.7801051000133157
frame 64,0.7665166999795474
frame 65,0.8741088999959175
frame 66,0.8054769999871496
frame 67,0.7860878999927081
frame 68,0.7623472000123002
frame 69,0.7877684000122827
frame 70,0.7618966000154614
frame 71,1.3364281000103801
frame 72,0.7818300999933854
frame 73,0.7557606999762356
frame 74,0.7444880999973975
frame 75,0.8043088000267744
frame 76,0.7835716999834403
frame 77,0.7660657000087667
frame 78,0.7615557000099216
frame 79,0.7575392000144348
frame 80,0.7562419999740086
frame 81,0.7634510000061709
frame 82,0.7498749000078533
frame 83,0.7628019999829121
frame 84,0.7462807999982033
frame 85,0.7563169000204653
frame 86,0.8042129999957979
frame 87,0.7586990999989212
frame 88,0.7411363999999594
frame 89,0.7647236000047997
frame 90,0.7542230999970343
frame 91,0.8098837999859825
frame 92,0.772475800011307
frame 93,0.7695239000022411
frame 94,0.7676558000093792
frame 95,0.7841737000271678
frame 96,0.7629422000027262
frame 97,0.7821105000039097
frame 98,0.7638649000145961
frame 99,0.7593321000167634
frame 100,0.7684486999933142
frame 101,0.7627842999936547
frame 102,0.7543217999918852
frame 103,0.7751682999951299
